review,name,location,stars
"This location has improved over the last 5 years.  Wendy, who is always there to take your order, is very professional, friendly, and helpful.  The ordering process is quick and fulfillment follows within minutes.  The food is just as tasty as other KFC/TB locations.  The retail seating space requires constant cleaning due to the uneducated folks who dine and believe in not cleaning after themselves.  The lighting could be better.

Does the location still have homeless and bums occasionally?  Of course - it reflects the neighborhood. Wendy and her team does an excellent job of keeping the location running given the challenges of their surroundings.","Antonio E.
","CA, CA",4
Love this place!! Ordered chicken strips (no bones) and large mashed potatoes and gravy  (for dippin'). Finger lickin' good! WILL BE BACK to this location when I get a chance.,FatLivesMatter P.,"Walnut Creek, CA",4
What is everyone tripping about? Why people tripping about bad service and shit. What do u expect? This is a kfc in a shitty part if town. I came here w no expectations today and actually thought the service and quality was pretty damn good. The quality and service is better than the kfcs in the suburbs. You entitled nerdy twats should come here and dont act like assholes and maybe u might get good service too," 
. ..
","San Francisco, CA",5
Non-americans beware: huge portions! I could only manage to eat half of my bucket and the chicken wings are 3 times the European size," 
Timna V.","Koksijde, Belgium",3
"This is the most depressing establishment I've ever walked into. Everyone, including the clientele, just looks completely defeated. I suppose it doesn't really matter what I say here, since you don't look at yelp to determine whether you want KFC.

Still, gets 2 stars since it's KFC and the food is consistent with what I expect, but it's unlikely I'm going to walk in here again.","Christophe C.
","San Francisco, CA",2
"Portal to the netherworld? TL x KFC = HELL

On my way to the gym I was totally starved and didn't want to work out on an empty stomach so I thought I'd swing by kfc and get a drumstick for some cheap protein.

WRONG choice. I immediately step into some ghoulish other world where the patrons look like they're near death or recently departed. The guy in front of me in line looked like Keith Richards in a hundred years and was accompanied by a woman (??) , wearing a big ratty blonde wig and some moth eaten pink dress, who stood there stiffly like a propped up skeleton. There was a kid seated at a table with his hoodie zipped up all the way, backwards, with the hood covering his face, while he dragged his hooded head back and forth over the table.

Scary does not begin to describe this place. Run away!!!"," 
Christianna G.
","San Francisco, CA",1
Weak honestly. food wasn't really that good versus other kfc," 
Sameel M.
","Irvine, CA",3
"This Kfc/Taco Bell is really ghetto! Bad area and poor service!

The location itself makes it hard to be in because the area attracts a bad crowd, currently there is human shit on the outside wall and the sidewalk of this location. There is always ghetto loud people in here that look and act like they're on drugs, and they smell horrible. Most of the employees look like they're on drugs as well, crack I was assume. They don't treat customers well, they get the orders wrong all the time and they give you attitude, they always seem annoyed when I'm at the register just giving them a simple order. Most people hate their jobs, I get it but you don't have to give me attitude for it. They're slacking off here a lot too, they're on their phones a lot, always getting simple orders wrong. This is also not much of a Taco Bell, they don't even have Baja Blast. I wouldn't recommend going here, unless you have a real craving for it... Because it is the only one in the area... Sadly.","Genevieve S.
","San Francisco, CA",1
"This place is ghetto. The ladies, if you wanna call them that, are disgusting and mind you I'm black myself."," 
Makutu C.
","Santa Rosa, CA",1
"Walked to the counter the guy working was on the phone. He hung up after over a minute of me just standing there. He then asked if I was ready, and i said yes. He then called over the other guy and they just started talking to each other. I left after a couple minutes of just standing at the counter looking at them and them looking at me. It was bizarre"," 
John H.
","Berkeley, CA",1
Horrible Pot Pie. The person who made this needs to know that these are not eatable due to the about of salt that she/he added! I had never tasted anything that salty before.," 
Kat O.
","San Jose, CA",1
"This is a review of GISHWHES, also known as ""The Greatest International Scavenger Hunt the World Has Ever Seen."" It's a great opportunity to make new friends as well as try new things you would never have thought of yourself. This year alone I have caught a hipster in my very own hipster trap, hosted a trapeze teleconference, and packed my bag for my trip to mars. It is probably the most fun you will have over the summer, and i highly suggest that you join in on the fun. Happy hunting!","Amy P.
","Marlborough, MA",5
"Let's say you meet someone and you develop an instant addiction to them.  At first, things are great and you spend all your time in their company.  And even though he hits you, it feels like a kiss; and even though you sense the codependency, you still persevere.  But soon things degenerate and you wonder why you've been together for so long -- you realize you're slowly dying inside, fucking asshole never loved you anyway, so you pull a Bikini Kill by screaming ""IT'S HARD TO TALK WITH YOUR DICK IN MY MOUTH, FUCK YOU NAT SHERMAN"" and kick his ass to the curb.

I'm speaking, of course, of the smoking habit that I've recently given up.  I haven't had a cigarette since Sunday at 1.16 pm.

That's right. I'm weak; I'm a QUITTER. I'm such a huge MOTHERFUCKING FAILURE that I can't even SUCCEED AT ADDICTION!!!

These days emphysema no longer has that ""outsider appeal"" it used to have, and I no longer think of stomas and vocoders as fashionable accessories to pair with my Lanvin sneakers.

Have you ever met anyone as uncool and pathetic as me?!?  

Oh and I won't sport ten Nicorette patches while chewing nicotine gum or anything. Fuck no. I'm a man's man who fucks men -- I'm doing this COLD TURKEY. This of course means that my withdrawal symptoms are INTENSE; it also means that I will be a stone-cold RAVING BITCH for a while, and I DEMAND that all of you who put the gun to my head in the name of clean living spend a lot of time in my company!  

Yeah, that's right -- PEER PRESSURE.  HOW DARE YOU EXPRESS CONCERN FOR MY HEALTH. FUCK! I hate EVERYONE! And by ""everyone,"" I mean you. And you. And you too. And especially you. (KIDDING)

ANYWAY, after MURDERING 1,234 people last night with my bare hands in an ORGY OF VIOLENCE caused by nicotine withdrawal, I had tremors and a throbbing headache akin to Fran fucking Drescher screeching arias into my ear.  I needed some cheap, stomach-turning comfort food.  

So I walked to this surprisingly CLEAN KFC with friendly employees, dodging the hookers and other sketch in the TL (all of whom were SMOKING, of course).  

Now I know you will say ""Darin, KFC is DISGUSTING, I can't believe you CHOSE to eat here!""  And in turn *I* will say ""Shut the fuck up, like you never ate the Colonel before!""  And, ""why don't you say that to my face BITCH!  I'll slap you silly and put my CIGARETTE out on your -- wait. Oh. Fuck. Me.""

I picked up a T6 meal (two baja chalupas, a hard shell taco), two original recipe breasts, a serving of mac and cheese, and an empanada.  

Perhaps it was the delicious faux Mex taste of the chalupas, or the juicy chicken breasts secreting enough oil to fill a Wesson bottle, or the unnaturally orange mac and cheese, or the sugar rush brought on by the corn syrup in the empanada, but I felt one hundred times better.  Suddenly, my throbbing headache was gone!

Well, it was either the food or the spork I violently shoved into my skull.

Thank you, Colonel Sanders."," 
D S.
","Manly, IA",4
"KFC was open on New Year's Day and was the perfect way to give the double middle-finger to any resolutions to eat healthy and lose weight in 2009.

FU, ability to run for more than a block or lift my suitcase into the overhead storage. I am not going to lie to myself by getting a salad, then covering it with 1000 calories of dressing and croutons. I am going to have the sweet and spicy wings, crispy strips, mashed potatoes, and a biscuit. You know I want some butter. And the honey. Ohhhhh yeahhhhh.

"," 
Lauren C.
","San Francisco, CA",4
worst KFC ever! I ordered a famous bowl today and they didn't even put chicken on it... WTF who wants a famous bowl without chicken. I work in food service and it is not hard to put together an order correctly I understand people make mistakes but the chicken is basically the the core ingredient in the famous bowl.,"Drew K.
","San Francisco, CA",1
"By far the WORST KFC ever.

Employees eating behind the counter - not good, and I think not something allowed by the health department (at least ages ago when I worked in food service).

Lots of people behind the counter, none of whom are actually working, but certainly having lots of personal conversations and cellphone calls.

Food not being prepared -- they ran out of cooked chicken at 6PM and were JUST STARTING a new batch -- they're supposed to be continuously cooking versus waiting to run out completely.

Bad attitudes all around.

They pay attention to their friends across the counter though - especially if a friend is making a ""delivery""...

Saw at least 3 street-people stumble in to use the bathroom (which had a big ""CLOSED"" sign on it...) -- in and out in a couple of minutes and the lovely smell of crack-pipe...

Just amazing.

Not sure what happened here.  Years ago they at least tried to keep the craziness under control, but now it's crazy-central."," 
D Z.
","San Francisco, CA",1
"This is a review for the KFC part of the KFC/Taco Bell location.  

This place was poppin' from the deluge of people celebrating PRIDE 2008.  I was feeling faint from not eating so mats when I was prepping for and executing my performance for the Pearls of the Orient Dragmania Hour at the API Pavillion/Stage.  My beloved Kroo were cool enough to accompany me so I can satisfy my craving for the Colonel's Original Recipe chicken.... so we went here to get some snackypoos before we headed to Oakland for our real ribs meal.  

The KFC/Taco Bell crew were well prepared for the deluge of people.... they had a very efficient cashier/ordering system... and the sous chefs at the back were on point as well.  

I was very satisfied with my Original Recipe, Chicken Only (2 pieces leg/thigh with biscuit) order.  

observation:  There are framed pictures of children on the walls of this KFC.... note that only the black children are holding the bucket of chicken.  messed up.","Cali L.
","San Francisco, CA",4
"I love KFC and I love Taco Bell. But the location at Polk and Eddy is a disgrace. The lobby is filthy, littered with debris and homeless people/junkies. The employees act stoned and could not care less about how clean the place is or how fast the customers are served. They REGULARLY run out of original chicken, and extra crispy, and strips, and empanadas, and ranch, and.......  Tonight, they were completely out of all chicken by 830.  Many nights, there is no Pepsi and you are left to choose between raspberry iced tea or lemonade (YUCK!). Someone had their (daughter/neice?) working behind the counter tonight (maybe 10 or 11 years old). Really?!?!
Who claims to be managing this place?","Eric C.
","San Francisco, CA",1
"This location scares me.  I was so concern about touching the door handle to get in...once inside, it got worse.  After less than a minute, I had to walk out and run back to hubby in the waiting car.

I dare not return to this location…","Gloria H.
","San Francisco, CA",1
"Always friendly, usually organized, and far exceeds what one might expect from a TL KFC. Ask if they have a daily special, they usually still do, just not advertised. This KFC prevented me from starving through my undergrad years.","Chris C.
","San Francisco, CA",4
"KFC is what all chickens aspire to. The news says there are steroids in the chicken, but that is because the chickens work hard to make the cut and naturally, some cheat.

My boyfriend will drive me here for meals, usually to cheer me up or just as a special surprise. I have to say, the food is tasty and KFC-quality. Which means it's quality.

The only gripes I have may be just associated with the time of the night we go there. It's usually very late and cleaning gets lax. Tables don't get completely cleared off and it's harder to find a clean table. They also run out of items toward the end of the night. It's disappointing to go and find out they don't have what you want.","Sylvia L.
","San Francisco, CA",3
"This place gets 2 stars just for being so damn entertaining.

Ok useful information first--it's open until 1am on the weekends. It's actually a Taco Bell/ KFC combo inside. The 19 bus line stops in front. There is someone outside panhandling 90% of the time. Allright now you know that. Now you ask why is this KFC so entertaining?

I live in close proximity to this location. If you've ever wondered what it'd be like to live near one let me indulge you. I'm not close enough to get any roaches or rats in my place so don't worry. My place is pretty much creepy crawly free.

First off, my apartment smells like KFC at random points throughout the day. This has a strange effect on people, particularly on men. It's like their senses are heightened. The weak crumble and ask me for my keys only to return with bags 10 ten minutes later. I'm also prone to a little recreational smoking and well, you want to open the window...yeah...love that Polk Street windtunnel! Blow that chicken smell into my stoner nostrils! While this has driven me half insane with munchies (and being that I live in a supermodel apartment--i.e. no food--this is torture), I have eaten there less than 5 times in the last 2 1/2 years. I just can't bring myself to do it. Maybe it's because of an omen I saw on the roof one time.....

NO LIE! I had my honey and his friend over. Well, his buddy looks out the window on to the roof of the KFC and sees a seagull HUNTING FOR PIGEONS!!!!!! We're talking the sneaky little fuck was hiding under awnings and dive bombing these unsuspecting rats with wings!!! On top of a KFC no less!!!! At first we thought it was a one time thing but after his first victim he attacked another who he also ripped to shreads!!! The boy named him Killmore and were amused for a good while. I mean that's kind of jacked up bird cannabilism no? Perhaps the smell drove him insane??? Either way not good.....but damn fine free entertainment!!!"," 
Veronica G.
","San Francisco, CA",2
"It's a KFC/Taco Bell, what do you expect?

$4 gets you the popcorn chicken value meal.  Not a bad deal!
The staff is friendly and quick.
The patrons who frequent this specific KFC/Taco Bell are comical.

This is my go-to spot for when I'm hungry and want cheap eats and Saigon Sandwich/Baguette Express are closed.

No complaints!","Meh M.
","Berlin, Germany",3
"I know it's bad for me. I know that when I buy it, I look like a walking stereotype... but damn it... I sometimes can't fight the craving for fried chicken!

I've been to this location of KFC a few times and have always been surprised at the speed of service. I just wish that I didn't have to walk through the Tenderloin to get there."," 
Frances L.
","San Francisco, CA",3
"
COVID-19 Updates 
Edit

""Our team is committed to providing you with easy and safer access to the home-style meals you love. We are continuously updating our safety procedures across all 4,000+ of our U.S. restaurants and ensuring that once the chicken leaves our fryers, the only hands to touch i…""

Read more

Posted on October 29, 2020

Updated Services
Drive-thruDeliveryTakeout
Menu
Apple Turnovers
Apple Turnovers

1 Photo 1 Review
Chicken Strips
Chicken Strips

1 Photo 1 Review
Taco Supreme
Taco Supreme

1 Photo 1 Review
Location & Hours
Map
691 Eddy St

San Francisco, CA 94109

b/t Polk St & Larkin St

Tenderloin

Mon

11:00 AM - 10:00 PM

Tue

11:00 AM - 10:00 PM

Wed

11:00 AM - 10:00 PM

Closed now
Thu

11:00 AM - 10:00 PM

Fri

11:00 AM - 10:00 PM

Sat

11:00 AM - 10:00 PM

Sun

11:00 AM - 10:00 PM

Edit business info
Amenities and More
Offers Delivery
Offers Takeout
No Reservations
Accepts Credit Cards

About the Business
The New Kentucky Fried Chicken Sandwich is finally here! With an extra crispy filet and premium
pickles and mayo on a Brioche Bun, it's the only Chicken Sandwich that's Finger Lickin' Good. Swing
by any drive-thru or order ahead on the KFC app.

Ask the Community 
Ask a question

Q:

How is this business handling reopening? What safety measures are they taking? Are they offering sit-down dining?

A:

No answers yet. Answer this question
Q:

Why did they close, are they coming back?

A:

No answers yet. Answer this question
Recommended Reviews
Your trust is our top concern, so businesses can't pay to alter or remove their reviews. Learn more.

Search within reviews
 
Search within reviews
Yelp Sort 
Username
Location
00






Start your review of KFC.
Sylvia L.
San Francisco, CA
300217169
 12/17/2010
KFC is what all chickens aspire to. The news says there are steroids in the chicken, but that is because the chickens work hard to make the cut and naturally, some cheat.

My boyfriend will drive me here for meals, usually to cheer me up or just as a special surprise. I have to say, the food is tasty and KFC-quality. Which means it's quality.

The only gripes I have may be just associated with the time of the night we go there. It's usually very late and cleaning gets lax. Tables don't get completely cleared off and it's harder to find a clean table. They also run out of items toward the end of the night. It's disappointing to go and find out they don't have what you want.

Veronica G.
San Francisco, CA
198461
 10/4/2007
This place gets 2 stars just for being so damn entertaining.

Ok useful information first--it's open until 1am on the weekends. It's actually a Taco Bell/ KFC combo inside. The 19 bus line stops in front. There is someone outside panhandling 90% of the time. Allright now you know that. Now you ask why is this KFC so entertaining?

I live in close proximity to this location. If you've ever wondered what it'd be like to live near one let me indulge you. I'm not close enough to get any roaches or rats in my place so don't worry. My place is pretty much creepy crawly free.

First off, my apartment smells like KFC at random points throughout the day. This has a strange effect on people, particularly on men. It's like their senses are heightened. The weak crumble and ask me for my keys only to return with bags 10 ten minutes later. I'm also prone to a little recreational smoking and well, you want to open the window...yeah...love that Polk Street windtunnel! Blow that chicken smell into my stoner nostrils! While this has driven me half insane with munchies (and being that I live in a supermodel apartment--i.e. no food--this is torture), I have eaten there less than 5 times in the last 2 1/2 years. I just can't bring myself to do it. Maybe it's because of an omen I saw on the roof one time.....

NO LIE! I had my honey and his friend over. Well, his buddy looks out the window on to the roof of the KFC and sees a seagull HUNTING FOR PIGEONS!!!!!! We're talking the sneaky little fuck was hiding under awnings and dive bombing these unsuspecting rats with wings!!! On top of a KFC no less!!!! At first we thought it was a one time thing but after his first victim he attacked another who he also ripped to shreads!!! The boy named him Killmore and were amused for a good while. I mean that's kind of jacked up bird cannabilism no? Perhaps the smell drove him insane??? Either way not good.....but damn fine free entertainment!!!

Meh M.
Berlin, Germany
1263036
 2/11/2009
It's a KFC/Taco Bell, what do you expect?

$4 gets you the popcorn chicken value meal.  Not a bad deal!
The staff is friendly and quick.
The patrons who frequent this specific KFC/Taco Bell are comical.

This is my go-to spot for when I'm hungry and want cheap eats and Saigon Sandwich/Baguette Express are closed.

No complaints!

Frances L.
San Francisco, CA
8614464
 3/15/2008
I know it's bad for me. I know that when I buy it, I look like a walking stereotype... but damn it... I sometimes can't fight the craving for fried chicken!

I've been to this location of KFC a few times and have always been surprised at the speed of service. I just wish that I didn't have to walk through the Tenderloin to get there.


Good food selection. Staff is usually friendly and tries to get the line through quickly. Good prices.

The store needs to clean off tables and the floors more frequently. I feel bad they have to deal with the bums and dirty people that come in -- but if the place was cleaner, maybe this type of person won't leave a mess too. Or they would just stay on the streets, go someplace else. C'mon lazy people -- pick up after yourself and put your trash in the garbage cans everyone.","John G.
","San Diego, CA",3
I went in 30 minutes before closing that the manager Christina provided excellent customer service. I asked for a 20 piece and she had some more chicken made for me so i could get what i wanted. I have been in there other occasions when Christina wasn't there and i wasn't able to get what i needed. Normally when i go to most places the employee's are in a rush to get off work and don't want to make any more food and you end up either getting nothing or having to get something that you didn't want. Not this time.," 
Chris P.","
San Francisco, CA",5
"
Most KFC's deserve 3 stars but this location deserves 4 stars.  Here's a couple of reasons:
1) Parking lot - Yes, I know it only fits two cars but how many other fast food restaurants around the Tenderloin have their own parking lot?  My only gripe is for these people to park b/w the designated lines.
2) Cashier's are funny - I forgot the names but the owner/proprieter and the white guy are talkative and make sure you have everything you need and even tips to dress up as Colonel Sanders for Halloween.  Considering the type of clientele that are in the neighborhood, I commend these guys for keeping their sanity and having fun.
3) Dining room is quite spacious given the location","Benny M.
","San Francisco, CA",4
"Unfortunately, the manager Francis is no longer working here, and the great morale that was so rare for a fast food joint, is gone... Back to a standard KFC now."," 
David D.","
San Francisco, CA",3
"KFC is what you expect and you either love it or not.  However this location on Eddy is better than the rest.  The food for some reason tastes better, which could be due in part to the excellent staff.  The manager Francis always has his staff working hard, and they genuinely smile and laugh with the customers.  Christana always remembers my name, how amazing is that at a fast food place, an remembers my order.  I live by the Lombard location, however travel to this location just because of the staff.  Well done Francis!"," 
David D.","
San Francisco, CA",4
 Good old fashion fried chicken. just the way i like.,"Kareem K.
","Cedar City, UT
",3
"No KFC or Taco Bell should get more than 3 stars...but this one deserves 4.  Not only is this location entertaining, it is the ONLY KFC or Taco Bell that I have ever been to that the people working the register can not only articulate the English language (no I don't mean non-native speakers...I mean people that just are too lazy to open their mouths) AND that can make me laugh.  I have had more than one occasion where the guys working the register actually had a sense of humor!  can you believe that!!!","Matt V.
","San Francisco, CA",4
"
I just came here few hours ago. I'm kinda lost at the area.. but the lady who are in the counter tonight 4/19 is so helpful she helped me to kn ow how to go back to downtown SF.

The chicken is good! And like I expect.. YUMMY!
GOOD JOB GUYS!!!","Calvin Nicholei L.
","San Francisco, CA
",5
"On a typical day at this KFC if you order a bucket you may open it to find a homeless man laying in the bottom surrounded by bones,  but on tuesday nights its the two piece for 99 cent deal so they serve the goods up too fast for them to crawl into your food.  Add a side and drink for another dollar.  I dont care how many hobos you have to fight off to get in the door, this deal is effing epic to this fat boy."," 
Dru P.
","Lafayette, IN",4
" 
I went in this place the other night with my friend. She was sick and wanted to go here, since she lives on the same block. We get in and wait a few minutes and then get up to the counter to order, and this extremely nasty bum walks in. We were a good 10 feet away and could smell him. I was gagging. The manager yells at him and asks if he's going to buy anything. So then he proceeds to walk up to the counter (!!!) and drops the nastiest 5 dollar bill I've ever seen on the counter and asks how much chicken he can get with the 5 dollar bill. The manager tells him and tells him to go back outside and he'll bring it to him. Then proceeds to get a can of febreeze and follow him out the door. It was gross as all hell, but the manager deserves credit for getting the guy out of the store before everyone yacked. The chicken was decent, btw.","
Lindsey S.
","San Francisco, CA
",3
Slowest restaurant in the world!!! These people need to be slapped!!," 
Charletta S.
","San Francisco, CA",1
"I love KFC, I just hate this one on Eddy and Polk.  I called in a new batch of hot wings and when I got there, they refused to sell  them to me.  They lied and said they were all fried at the same time but if you look at it, there is a clear divide in the new and the old.  Old ones accessible from the front, new ones placed in from the back.  Didn't feel like arguing with them and was on my way.  I asked for hot sauce, she said they ran out.  I asked for jalapeno and she said they don't sell them.  Arrrgg!  And she was being a complete bitch!  Definitely not going back to this one ever again!"," 
Frank N.","
San Francisco, CA",1
"This location was very dirty when i came. Tons of napkins/wrappers/food particles on floor, tables, and chairs. Service was relatively slow and food wasn't as good as other locations. Will probably come back, but only because of its proximity to my brother's apartment.",vishal k.,"
San Francisco, CA",2
"Kentucky Fried Cholesterol, no further explanation needed. And as if it's any wonder why America is 60% overweight.",Sean R.,"
San Francisco, CA",1
"When you've got to get it you've got to get it. Even if that means leaving your nice little SOMA work neighborhood and walk through the Tenderloin to get to it. Don't go overboard, KFC adds up very quickly -- I'd recommend a nice three piece. There's a bus line right outside to take you back to Market St. safety once you're order is ready.","Adam D.
","San Francisco, CA",3
"this kfc is pretty busy as it's in the tenderloin and in close proximity to the courts and city hall.  there is at least 1 panhandler outside, but they mean no harm.

the staff is friend and attentive, and most of them like chatting with their customers.  there's a restroom in the back that is very, very dirty.  it's basically like a public outdoor restroom as people walk in an out of there regularly.  the place is kept clean though and although there might be some tables occupied by a sleeping panhandler, there are plenty of tables to sit at.  

the drink fountain is in a weird spot as it's near the counter where you pick up the food, however, it's in a small corner and if you're filling up your cup, you're likely blocking someone trying to get out.

they have a tuesday $2.99 special, which is 2 pieces of chicken, mashed potatoes and gravy, cole slaw and a buscuit and a wednesday $2.99 special - chicken fried steak and mashed potatoes",Ray R.,"
San Francisco, CA",3
"This is the second year, we have used this KFC to provide the many buckets of chicken for our Kentucky Derby party. Again, the chicken was ready at our pre-arranged pick up time and the Manager, Cristiana, could not have been nicer or more  helpful. The chicken was enjoyed by all as usual. Left overs were in demand to bring home.","Amanda H.
","San Francisco, CA",4
"Maria, the manager, could not have been nicer or more helpful with our KFC bucket orders for our annual Kentucky Derby party. The chicken was ready for pickup at the time arranged ant the quality was excellent. It's always interesting to hear the bad mouthing about KFC but everyone who eats it usually loves it.","Amanda H.
","San Francisco, CA",4
"I don't know which was more fun: the walk to KFC from my apartment, or the walk back to my apartment from KFC. I asked my friend meghan where to get fried chicken in the tenderloin, and she told me to go to Farmer Brown. (And I was excited to try Farmer Brown). Then I asked her where the nearest KFC was, you know, ""just so I'll know."" She told me and as we hung up the phone, I think we both knew where I was going. I was barely able to contain my glee walking down O'Farrell... Do I have any change? Yes, I do, but I'm gonna spend it all on fried chicken, or whatever it is they fry at Kentucky Fried Chicken--frankly I could give two shits. I stood in line, waited my turn, and placed my order. I spent $8.29 at KFC, ordering no drink, no sides, just chicken *substitute correct chicken substitute term here and throughout the rest of my review whenever you see the word chicken, if that's the kind of thing you worry about, which means you probably are not reading online reviews of Kentucky Fried Chicken.* Chicken was ready, lickety-split, grab that shit, high-tail it back to the apt, kick off the shoes, into bed with a box of delicious fried chicken. The popcorn chicken managed to stay warm all the way home, and that big breast--it was so tender inside I practically clicked my heels that I had gone with my heart and skipped Farmer Brown. BBQ sauce on my shirt and honey mustard on my bedsheets. Text message from Paul: ready to get a drink? Absolutely not. I need to digest.",Nicholas E.,"
San Francisco, CA",5
"
Place is pretty clean! The staff is really nice and the food is pretty fresh. You can tell they are not serving you chicken that has been sitting under a heat lamp all day. I been to this location multiple times after they finally reopened and it has not let me down!
","Jay S.
","South San Francisco, CA
",5
"
So happy they finally decided to reopen after so long of remodeling and renovation changes/updates.

I prolly like this one as it closest to my family's and they are a combined with Taco bell! SCORE! How can you not love that combo!

They are fast, friendly and will get you in and out in no time! thank you and see you guys real soon!
","Lisa S.
","East Bay, CA
",3
"
wooooooow... WOOOOOWW.. I saw their ad on Instagram FREE delivery they say. I guess this is why I don't use grub hub. Something always happens to my order. Placed  huge order for dinner tonight, was planning on Quarantine and Chill, binge through Joe Exotic's Tiger King.

Didn't happened. KFC mobile app sucks.. downloaded and uninstalled right away. Used their website and placed my order right? 40 minutes into the first episode of Tiger King and I get a notification that my food has arrived. How? If my door buzzer hasn't rung.

Right away I called Grubhub and was assisted right away. Grub hub called the driver and driver said he never got the food. Driver said KFC never made the food. Okay then I find it really odd, that I get a notification 1. Your order has been made. 2. You're order is on its way. 3. Track your order. 4. Your food has arrived!

So driver.. you're telling me you didn't pick up the food, however when you scan for pick up, it shows on my end.. and somehow it arrived but you never picked it up. Real fishy, and KFC doesn't even serve fish.

If I could give this no stars I would.

Grub hub delivery person had one tasty meal tonight. Never got my order. Now I wait 3-5 days for a refund.

you had one job.. ‍","Kent B.
","San Francisco, CA
",1
"

This is a 3.5 rating .This KFC changed over the years. I will say there has been some renovations happened since the last 3 years or more since I haven't been here for years. I came to try the recent most talked about chicken sandwich on the market. The Donut chicken sandwich was okay. I did see improvements since I last stepped inside years ago. I may have to try some other item menus in the future since San Francisco are losing fast food joints over the years.
",Juan V.,"San Francisco, CA",4
"This KFC has been a long-time fixture at the corner of 6th and Geary.  Over the course of time, the location has become a combination of KFC and Taco Bell.  Needing to bring some food over for a potluck, we decided to grab a bucket of chicken.

The menu board is split with Taco Bell on the left and KFC on the right. Focusing on KFC, we narrowed down our options and placed the order.  As I was paying, I could see the workers quickly packing my order and before my transaction was completed, my order was up and ready. It was good to see workers enthusiastic with their jobs and getting it done promptly. Great service!  Oh the order was properly filled and the chicken was tasty.

If you decide to eat in here, the dining room is on the second floor with a good view of Geary Blvd.","Al L.
","Alameda, CA",4
"
They forgot to make my order then they claim that someone else took it just because they were about to close. They didn't even make the order again. I hope they change the management.
","Alexander T.
","San Francisco, CA
",1
"
hey ass wipe - ring back the hot apple turnovers.  thx !!!  hey ass wipe bring back the hot apple turnovers !! thx !!","Janet J.
","Beverly Hills, CA
",1
"
I ordered the 4-pc meal and it says on the receipt too. But when I got home, there are only 3 pieces in the box! Very disappointed. Also, the chicken are not fresh hot. Obviously, the chicken pieces are made for a long while.
","Kristin C.
","Clovis, CA
",1
"
The chicken is not fresh, the ones I got were no longer crispy, and moist, been sitting in a warmer for hours.
","David C.
","San Francisco, CA",2
"

Bad rap.

Sometimes timing is everything.  And when I'm craving for those old style Mickey D's fried apple pies.... Well, I guess that's why I'm writing this review.  

In the beginning, this was a convenient pit stop with their convenient parking lot for about nine cars for my food run from a nearby Chinese restaurant.  However, feeling guilty about using their lot without actually buying anything here drew me to study their menu and buy a snack, meal, or drink to soften that guilt.

With the merger of Taco Bell and KFC, the menu is pretty extensive so it shouldn't be difficult to find something to your liking.  My normal go-to snacks are their cole slaw (small or large portions) side and crispy Taco Supreme that I'd load up with a variety of their hot sauces.  
However, in having a occasional sweet tooth, I noticed their apple turnovers on the dessert menu and tried this several years ago.  

Let's just say that this is my main reason to stop in as my family enjoys these just as much, if not more, as me.  I often order six to eight of these as my family often eats one upon arrival and reheats another for the next day's breakfast or a snack for later.

The cashiers are very nice and make things very easy.  Isn't that how fast food is supposed to go?  If you enjoy the old time fast food choices (where are those Happy Meals again... darn you SF?!) like me, try the apple turnovers and tell me what you think.  By the way, the Mickey D's in Hawaii still cook them the old way so this saves me five hours of flying.","Mike C.

","San Francisco, CA",5
"
They claim they have those $5 fill ups just to make you come. every price is jacked up.for the price they have now you might as well eat at a restaurant. It's just not worth it anymore. Subway did the same thing with the 5 dollar foot long after they jack up the price their customers went  elsewhere people always are trying to get more for their money.  Ones the word gets around you will notice less and less people coming in.

","Carmelo P.
","Fresno, CA",1
"
Good: parking, people are nice.
OK: typical KFC food.  You get what you expect, sort of
Bad: Chicken & Corn was $4.99, $3.99 every other KFC.  Got 3 orders to go and they forgot the spork/napkin/butter package.  So, am I supposed to eat the mashed with my fingers?  WTF KFC.
","Steve G.
","Alameda, CA",2
"

From the outside this KFC looks like a KFC you would see in Tokyo Japan. This KFC is alright. Not the cleanest KFC. After ordering my food. I went upstairs to find somewhere to sit and it was dirty at this setting area. So I moved to another table. That table and I chose. I saw an ant crawling on the table. I killed it with my fingers and sat down. Lastly it took awhile to order because the person in front of me was taking too long to order and no one was opening up a second register. That's not right.
Upstairs seating.
The inside of the first floor of the KFC.","Isaac H.
","San Francisco, CA",3
"
Last week, a security guard at my work was eating fried chicken and boy, the smell was ssooo gooood.  So, I got a chance and stopped by this KFC at 4150 Geary blvd. few days ago at 9:49pm to buy a bucket of chicken thighs n legs and the lady at the counter told me they only got wings left.  It was not 10pm yet, which is their closing time.  I felt that they were just lazy to make for me.
Back in the days, leftover chicken would not be used for the next day, but nowadays, they can reuse to make patties for your chicken sandwiches, so there, just lazy staffs.
Not returning.  Bad bad service leaves a bad bad taste.
","Cu K.
","San Francisco, CA",1
"
Love that these guys are open til 10pm on weeknights. Super scarce in this town. Love that they have plenty of upstairs dIning space and that it's a joint TB/KFC. Just because this city harbors a million homeless and filthy people, and a lot of them like to leave their smells here, it's not the venue's fault this exists. Friendly customer service and they even offered condiments for my chicken and biscuits. A step up from normal lame California fast food customer service.
","David D.
","Mill Valley, CA",4
